Title,Genre,Series or Movie,Director,Writer,Actors,IMDb Score,Release Date,IMDb Link,Summary,Image
Bosta,"Musical, War",Movie,Philippe Aractingi,Philippe Aractingi,"Rodney El Haddad, Nadine Labaki, Nada Abou Farhat, Liliane Nemri",6.3,15 Mar 2006,https://www.imdb.com/title/tt0497335,"After 15 years in France, Kamal returns to his native Beirut and reassembles his dance crew, striving to modernize traditional Dabke routines.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUOu7_jTX4K0JFa4UsAwEBmPlaqN7jmgy4DbV3-X2GiNmSTUEu5uhFpsjVJcfB--mytSD_cWkW0zt_00McJb4moSvg.jpg?r=1a3
Beirut Oh Beirut,Drama,Movie,Maroun Bagdadi,Oussama El-Aref,"Joseph Bou Nassar, Ezzat El Alaili, Mireille Maalouf, Elie Adabachi",6.7,,https://www.imdb.com/title/tt0169599,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYbJGUi47Dn5K7z9UI2rpjp6aGTPPb20ANRa3UkzOlHZpiZxxh3N0_Fy4cSb9a3bo8cMxdzfbLOfjEKe-oT1U8XCSQ.jpg?r=cb6
Start-Up,"Action, Comedy, Drama",Series,Jeong-Yeol Choi,"Geum-San Jo, Jeong-Yeol Choi","Jung-min Park, Jung Hae-In, Sung-eun Choi, Ma Dong-seok",6.3,18 Dec 2019,https://www.imdb.com/title/tt11454170,Young entrepreneurs aspiring to launch virtual dreams into reality compete for success and love in the cutthroat world of Koreas high-tech industry.,https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWKjL878T5aRVucuoDUQKJ_8zpSVQIh9KUHZ1ScfN6ajhw3mFKab_SQaDuUfnmJNfbY8i7pmGT0qcKwRYuwqqaNqMRINidOLOZ-vBErqlEB2iGyh6Fx2E7powMDbzupd4tAYm3YEklJ_Xa_-x3kvotADWyV5kiHwBdEQ0KU.jpg?r=099
More,"Sci-Fi, Short, Animation",Movie,Mark Osborne,Mark Osborne,,8.1,,https://www.imdb.com/title/tt0188913,"In a coastal town, a teen is forced to confront hard truths and conflicting emotions amid a refugee crisis. Adapted from Hakan Günday’s novel.",https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABfUxe2H8Ui6OMljAILjCKqIT9xa4PHOam-iBWjCnBF3AJzo5R_H-tZVa7GHE6j5RsUF-3Xb1mKypVfPtbTi0_7v6Aa0oGVg277HueRtLiG_Hhek.jpg?r=70e
Tayos Singalong Show,Animation,Series,,,"Patricia Kalis, Aramis Merlin, Jul Kohler, Tea Wagner",5.6,,https://www.imdb.com/title/tt3270208,Join Tayo the Little Bus and his friendly vehicle friends as they tell fun stories about their work through easy-to-sing-along tunes!,https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTWTOdMhFA3Qxdtm45Y3HexzLPPOjPuJjeyTYboa1TH1REQK2sKRyw1_ogkDJ7sia5M9l9IEB0BRxbKgHgVz3xB6sA.jpg?r=56d
Someone Has to Die,"Crime, Drama, Thriller",Series,,,"Ernesto Alterio, Isaac Hernández, Alejandro Speitzer, Cecilia Suárez",6.3,16 Oct 2020,https://www.imdb.com/title/tt10311932,"In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaVZ4GlGnZrlcZQenng60IQcMyM5fF68NrSFymKkjH81Sm71vETqQE6EKw8HGtH2W2x7jSxIDH_C6RHierB8FkoAyAWbCBx4JJ6vF8kNtx83mEbk8tmyIAL-29c.jpg?r=7da
Grand Army,Drama,Series,,Katie Cappiello,"Maliq Johnson, Odessa A’zion, Odley Jean, Amir Bageria",7.5,16 Oct 2020,https://www.imdb.com/title/tt10473150,"Five students at the largest public high school in Brooklyn take on a chaotic world as they fight to succeed, survive, break free and seize the future.",https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa6h8O7KC0_ZopoR6-06r-XaxsMTfeL9giO__P91MdUp68QiAOtNI2nb_ymmsRK7N9iUAeLq9_qDHNS6Gu_mQG0aS70A_QtvZtIPnFX52_pPLVVdJ4ESd0pocTE.jpg?r=fcb
Dream Home Makeover,Reality-TV,Series,,,"Shea McGee, Syd McGee",5.5,16 Oct 2020,https://www.imdb.com/title/tt13161310,"Dreams come true for real families looking for the perfect home tailored to their own unique style, thanks to Shea and Syd McGee of Studio McGee.",https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdZ6K7ypJ-K1Sale1J2Fw3BcXX3QRvpEKcVOtGBP5xd1ENpRv8KtwCEyEbxNNVwOLL1WOKpANkL0-w5U00xnXYD95gQa9b_ZoADFbAoKyrWw7jhDkh6pQYAdsQY.jpg?r=ae1
The Trial of the Chicago 7,"Drama, History, Thriller",Movie,Aaron Sorkin,Aaron Sorkin,"Jeremy Strong, Sacha Baron Cohen, Alex Sharp, Eddie Redmayne",7.8,16 Oct 2020,https://www.imdb.com/title/tt1070874,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcdnW6ld0KwcS4pAaIAWAPHgxlivaf7WPEiJswQTZlFMV6WPV-MCPyOJlpKrWMvQOaHeZpn4tvz-FBRUYe4sldQxP7mwRPW4fgCpbgsG_pYK5vvgUaq7eRuflKU.jpg?r=6c8
Brahms: The Boy II,"Drama, Horror, Mystery, Thriller",Movie,William Brent Bell,Stacey Menear,"Katie Holmes, Ralph Ineson, Christopher Convery, Owain Yeoman",4.6,21 Feb 2020,https://www.imdb.com/title/tt9173418,"On the heels of trauma, a couple relocates to a remote estate, where their young son bonds to a doll who is very lifelike — and possibly very evil.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZmplTF6k1dD_jKB4DQNYrITJWqloFI1K0CfjtVRgIh23COBNcTbUh62ii2_K8SPh5M_JkPgYWoa1kbTAXz6QKbaFg.jpg?r=162
When My Love Blooms,"Drama, Romance",Series,,,"Jin-young Park, Yoo Ji-Tae, Lee Bo-young, So-nee Jeon",7.7,25 Apr 2020,https://www.imdb.com/title/tt12358696,"A man and woman who were in love in their 20s meet again in their 40s, and find that theyve both become different people during their years apart.",https://occ-0-1168-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXYv8ph8YvVGHqmSfJispDsu6gR_1LNKHYWw-NrflF_ymT_tF2aSgfGeTbAFW1tnjTfhvYzXITFxe59zNMquxvpiXg.jpg?r=443
Social Distance,"Comedy, Drama",Series,,Hilary Weisman Graham,"Danielle Brooks, Brian Jordan Alvarez, Becky Ann Baker, Asante Blackk",5.6,15 Oct 2020,https://www.imdb.com/title/tt12313074,"Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeXv_x6uBTw6ownCJPapHdjD4hZbL1AKrVLf2DL3mx_UEpGz6LE2A44mRYHohPTZWoW3VMszeigjZurpjmMStnXB30Nw9SIs5Mnw3cgV9RdobOGuEn0dlfXtOlc.jpg?r=621
Rooting for Roona,"Documentary, Short, Drama",Movie,"Akshay Shankar, Pavitra Chalam",,,7.1,15 Oct 2020,https://www.imdb.com/title/tt8995696,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXLeyIE7uQx3FMfR3sCMs1B5w3gB9alNJntqIamhB5tHElGEUg-gou6XhakT7Z3Tqh1aR7qSoRpcgTNbKgaKXIuWemafLuchamOCvWR-nzCfRKeAELxB6E0mXSc.jpg?r=0a5
Disconnect,"Drama, Thriller",Movie,Henry Alex Rubin,Andrew Stern,"Jason Bateman, Frank Grillo, Michael Nyqvist, Hope Davis",7.5,05 Jul 2013,https://www.imdb.com/title/tt1433811,A group of singletons stumbles through the wild dating scene in Nairobi as two friends wonder if their relationship is more than platonic.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWfc4AtPZvUzTRkOmptuhphl_odUszUl1xnqFDAnMrW53D99sIm759CjxR7ufUxH5QOKOLE0OBErxu2Tn1sOHN__Lg.jpg?r=625
A Babysitters Guide to Monster Hunting,,Movie,,James Howe,"Michele Abrams, Thom Adcox-Hernandez, Shane Meier, Emilee Barber",8.2,05 Oct 1990,https://www.imdb.com/title/tt0264941,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy shes watching on Halloween.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXxQXn8DJqBNMJsVBSXjK97mImvZ_a9IsFeZLIXFEFMumCC1-lA423wdh9dlH6wggKHGG1XVaFQosJDrUZ1CAsXRZYqYNDLLpl-9xkjV17Gtl3SWZhKLu7wPiUU.jpg?r=1c8
3 Non-Blondes,Comedy,Series,,,"Jocelyn Jee Esien, Tameka Empson, Ninia Benjamin",7.1,09 Feb 2003,https://www.imdb.com/title/tt0398408,"In this hidden-camera show, three bold comedians hit the streets to play outlandish characters and perform skits and pranks on the unsuspecting public.",https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbeNE4j1v7OY1CouKhEvY6neobMHNkRu_Y6nYGjQPQqlVzSjgO8dyYjmqV9UFCMF8keR8RDZD7zLh03XgajpknqBGA.jpg?r=743
Babylon,"Comedy, Crime, Drama",Movie,,,"Andrew Brooke, Bertie Carvel, Nick Blood, Cavan Clerkin",7.1,09 Feb 2014,https://www.imdb.com/title/tt3138900,Young Black Londoners embrace and explore the citys reggae scene while coping with systemic racism and personal problems.,https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRkrYU0kofGiWd5xPY0suwJqvf1mcwZpUiQKAN0RT9XQ015vW8m_vU8jnnnjiLYspCsOtXE8X6qxk4o9tqjBJ5bfkw.jpg?r=4da
Bureau of Magical Things,"Fantasy, Mystery",Series,,,"Kimie Tsukakoshi, Elizabeth Cullen, Mia Milnes, Julian Cullen",6.7,08 Jul 2018,https://www.imdb.com/title/tt7153034,"When a teen accidentally discovers an enchanted realm, she becomes the only one able to unite the human and magical worlds – and save both from evil.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfRQ0DcjTJv3vN9NDCYndJ2NrS2HzAjhfXDfbM8ULEwgDmOUd-ddGlGY44Y6oqCvNXn2LccTe8hEYsewY0g9JJOKew.jpg?r=273
Saving Sally,"Animation, Drama, Fantasy, Romance, Sci-Fi",Movie,Avid Liongoren,"Carlo Ledesma, Charlene Sawit-Esguerra, Avid Liongoren","TJ Trinidad, Rhian Ramos, Enzo Marcos, Archi Adamos",7.6,25 Dec 2016,https://www.imdb.com/title/tt5569560,"A daydreaming comic book artists unrequited love for his best friend fuels his imagination, and his attempts to save her from her hellish home life.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABes8K18hHCh4eBvhA8kNXp-njJ9qJQ9EL53yKIySoasndUqPPvUJF0FWuyD1cAyCOUkXXtx_xQasOinrt1tsE7vLRg.jpg?r=259
The Eve,"Horror, Thriller",Movie,Ritchie Steven Filippi,Evan Bass,"Al Thompson, Miranda Noelle Wilson, María DiDomenico, Evan Bass",4.1,24 Apr 2015,https://www.imdb.com/title/tt1836953,"At an epic beach bachelor party thrown by his buddies, a groom-to-be meets a lovely stranger who makes him rethink the meaning of life, and true love.",https://occ-0-1091-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQX-50-romqfgPcZTnz2JMxcnPnoqWeFasLhCSrUftG0cm-3WzqKRWiFCUP-d6-_yyDe_sqLkHYYIiTK4lMA-ZPc-g.jpg?r=231
Those Who Remained,Drama,Movie,Barnabás Tóth,"Barnabás Tóth, Zsuzsa F. Várkonyi, Klára Muhi","Abigél Szõke, Barnabás Horkay, Mari Nagy, Károly Hajduk",7.2,21 Feb 2020,https://www.imdb.com/title/tt9081558,"A haunted, middle-aged doctor and a wounded, rebellious teen forge a bond over their shared pain as a result of the Holocaust in post-war Budapest.",https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABT33BAs3VfUSy-BKdrxZtxd7MlAykTTYl95uCLYtgE7iMe6zwMi207IyovaasHp4PADcNTFAjDizI18QJ5b4iepnNg.jpg?r=aed
Guerilla,"Drama, History",Movie,György Mór Kárpáti,György Mór Kárpáti,"Gergely Váradi, Benett Vilmányi, Anna Radetzky, Blanka Mészáros",5.8,07 Mar 2019,https://www.imdb.com/title/tt7298886,A man hides his past when he tries to save his brother from a group of guerillas who dont know their war for liberation is essentially over.,https://occ-0-1489-1490.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb-qCLRcD1ILjRM57G_vgU5mHCGpITouXITs3gLTFys_OTOM8EXrLN9JyADjQcjqDgjFHP6Lh_tXtbfC_d9ue0LwYw.jpg?r=eeb
Alice Junior,Comedy,Movie,Gil Baroni,"Adriel Nizer, Luiz Bertazzo","Anna Celestino Mota, Matheus Moura, Surya Amitrano, Emmanuel Rosset",6.8,17 Sep 2020,https://www.imdb.com/title/tt8217188,"In a small town, a trans teen with a vibrant personality shakes up her high schools conservative ways while trying to secure her first kiss.",https://occ-0-2774-2773.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU_0_urQ6RsI-CMTiVUeXEMVx9q3zdV11vEhkN8_9l8bbfsPgJLO8qh7qcg-VAMdO-FtYaKNX9hJjF81Ve7IflYd8Q.jpg?r=92a
The Cabin with Bert Kreischer,"Comedy, Reality-TV",Series,,,Bert Kreischer,7.1,13 Oct 2020,https://www.imdb.com/title/tt11860180,"Fast-living comic Bert Kreischer heads to a cabin for some self-care and invites his funny friends to join his quest to cleanse his mind, body and soul.",https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYmk68UoXwmWMi4YXhrQbQvpeNpzZlo0GOwYDjmKEUaqHZlFQePWhZrOw3CPxfTr9FhPluGloMnOgZ7gywLvWHbhchWuA1W3lre4sMq9zsc6lPTa3teu8Qcna3c.jpg?r=f42
Octonauts & the Great Barrier Reef,"Animation, Adventure, Comedy, Family",Movie,Blair Simmons,"Gabe Pulliam, Vicki Wong, Michael Murphy","Michael Murphy, Paul Panting, Simon Greenall, Teresa Gallagher",6.5,14 Aug 2020,https://www.imdb.com/title/tt12759408,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUR-cawK125vgc0DCoklDt1biAAL9WjbwAVp4bMViWnYzCZ8lPYDeMoj7ZiphcCd_KdfxHqISUiF55sA3EyO18RgNoFvO3xQb4ySamDAxAJLQ4UEjq6tILComPQ.jpg?r=47a
The Three Deaths of Marisela Escobedo,"Documentary, Crime",Movie,Carlos Perez Osorio,,"Alejandro Fraire, Patricia González, Juan Manuel Fraire Escobedo, Blanca Escobedo",8.3,14 Oct 2020,https://www.imdb.com/title/tt13206564,This documentary examines a mothers tireless crusade to jail her daughters murderer after Mexicos justice system failed to do so.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRTHpwqGP5qhwG6Yi14ZR8O9A1na2dSEAP0xpqfiiiikkz9dLSkwhxIqa2JygpYcavLsgZx2R8G7fF-nXHVKnjZnGSrtc1IabBIad3uUVVgF0lKmt__br83rVdk.jpg?r=fbd
Fida,"Action, Crime, Drama, Romance, Thriller",Movie,Ken Ghosh,"Sunny Mahajan, Kiran Kotrial, Lalit Mahajan","Kim Sharma, Shahid Kapoor, Kareena Kapoor, Fardeen Khan",5.5,20 Aug 2004,https://www.imdb.com/title/tt0422236,An all-around nice guy finds himself in a dangerous situation after he makes the ultimate sacrifice for the woman he loves in this drama.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfsTONpq0wDxtNWaEQC_Z0rp_aYrvgpYBhxNsNknIwUm24syxdKj0X_F6treVzZLs1AvDm7cLyCg1WeJviTCaRxVmg.jpg?r=3ba
BLACKPINK: Light Up the Sky,"Documentary, Music",Movie,Caroline Suh,,"Jennie Kim, Reila Post, Ji-soo Kim, Lalisa Manoban",7.4,14 Oct 2020,https://www.imdb.com/title/tt13058290,Record-shattering Korean girl band BLACKPINK tell their story â€” and detail the hard-fought journey of the dreams and trials behind their meteoric rise.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXUN4eS6opTYstF4w7wEoMOg_JKLLrS3If2ttolN8aR-QwbPhk4LZDV8x8QQPLbRv0EDddybW8fMnhGgfzMyBja229Oz-olbr6LAa7o0jleIpOAMBoOIeCBgPIA.jpg?r=613
A Choo,"Fantasy, Romance",Movie,"Kevin Ko, Peter Tsi",Giddens Ko,"Louis Koo, Ariel Lin, Kai Ko, Kuan-Ting Liu",5.4,15 Jul 2020,https://www.imdb.com/title/tt12689526,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSVmtbMSxPk4uxf82qBXU6Sr_lQGVpnt31qNfBzGWqSCzvKkweiagiuWNOdyq2RloTVoEyiwx5aF6ehAqE-D41X5VQ.jpg?r=17a
Disco Dancer,"Drama, Musical, Romance",Movie,Babbar Subhash,"Rahi Masoom Reza, Deepak Balraj Vij","Kim, Om Puri, Mithun Chakraborty, Kalpana Iyer",6.5,10 Dec 1982,https://www.imdb.com/title/tt0208903,"A poor boy grows up to be a famous disco dancer, hoping to use his art to exact revenge on the millionaire who once framed him and his mother for theft.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABYA9VIhu6FUXAQO0BFcr3zu22-7wB_qE8W0ryyOaUf0cBNIMg1WFleKzu0NuxAazPNUBmKGU0lOg91vSpyUn7XZjkaX6nFj1rTtkAC5ZLOraW_s.jpg?r=ea8
Dil,"Action, Romance",Movie,V.V. Vinayak,"Ramana Chintapally, Vema Reddy","Raghu Babu, Chalapathi Rao, Neha Bamb, Nithiin",7.0,04 Apr 2003,https://www.imdb.com/title/tt0367657,A miser’s scheme to set his son up with a millionaire’s daughter backfires when the two actually fall in love — just as his sly charade is revealed.,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/1lcgfy_NA26l7dfd356LqCUdNPM/AAAABS0XAWlsj54q9gkvcvaA5bcNc8zJuw4gJElE_jTQD7mEibWHXPG0XN6Tym7x3MRQCMIc4LSwOt39SIa7H59wtXW4hnQvQZFD9LCTpKwkzh3ntpE.jpg?r=381
Palermo Hollywood,Drama,Movie,Eduardo Pinto,"Federico Finkielstain, Brian Maya","Matías Desiderio, Manuela Pal, Brian Maya, Edgardo Nieva",5.3,14 Oct 2004,https://www.imdb.com/title/tt0422907,A pair of petty criminals from different backgrounds get tangled up in a gangsters kidnapping scheme that goes awry.,https://occ-0-1952-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa5OXtO-zkHCAjQmBIR6LeTkhaiKi5Thbl98wENNsICiEdKko92clR32-Pr0gOzltunV2RGyxLfDOJSdzgB_5-gJ0A.jpg?r=b44
The Haunting of Bly Manor,"Drama, Horror, Mystery, Thriller",Series,,Mike Flanagan,"Amelia Eve, T'Nia Miller, Oliver Jackson-Cohen, Victoria Pedretti",7.4,09 Oct 2020,https://www.imdb.com/title/tt10970552,"Dead doesnt mean gone. An au pair plunges into an abyss of chilling secrets in this gothic romance from the creator of ""The Haunting of Hill House.""",https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfSt5QVLvqma9sBf5ePZuN3-yo8k4iQZzcDlkkJuYN-1ThZuPbniyWo_O9X6gBNfhoNQYs6bU2C7UOjPW3sE9j-QbEfxzOxcYS9lxQiwgm-E4PAhaODctj4IGnQ.jpg?r=d89
Deaf U,"Drama, Reality-TV",Series,,,"Alexa Paulay-Simmons, Dalton Taylor, Rodney Burford, Cheyenna Clearbrook",6.4,09 Oct 2020,https://www.imdb.com/title/tt13070478,"In this reality series, a tight-knit group of Deaf and hard of hearing students share their stories and explore life at Gallaudet University.",https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdqnpty6xHO6A6nsddFeJdaCSho6ozodQOIORFnXeUTvQCjP1t2n4SDXiTNA5mJB7SqJB2J0tHyX3ctaSi6PBP65oKS-03IWd8VQv8flYcQPL0L1d9wJ7EdP37M.jpg?r=b44
The Forty-Year-Old Version,"Comedy, Drama",Movie,Radha Blank,Radha Blank,"Oswin Benjamin, Radha Blank, Peter Kim, Imani Lewis",7.2,09 Oct 2020,https://www.imdb.com/title/tt10642834,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbW1_LvvobvMQpn8_eioZX6P2xvBKP8sKzY6KjYV43pKpxyAUwmg59pWdP157BHRK4vWAFpEcERtbxOPW3B1Nw8r8kAbCN0rEMfix8QaHBatIpsEgnbQubED-5o.jpg?r=3c9
Ginny Weds Sunny,"Comedy, Romance",Movie,Puneet Khanna,"Sumit Arora, Navjot Gulati","Ayesha Raza, Rajiv Gupta, Vikrant Massey, Yami Gautam",5.6,09 Oct 2020,https://www.imdb.com/title/tt10543680,"Eager to marry but constantly rejected by women, a bachelor hopes to win over a former crush by accepting help from an unlikely source: her mother.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABehaNLCqGB1DTDbIFf0fG4wctLHyezbyubQOLrmE4HwBr_sfao-sdwaQbIGvPVpdA2yvENgLtnsSa-nuYUdxMBfkyvtJtiWoLYP6KP467c3pTBfwCylQZ6Epdpk.jpg?r=2e7
Bigflo & Oli: Hip Hop Frenzy,"Documentary, Music",Movie,"Jérémie Levypon, Olivio Ordonez, Florian Ordonez",,"Olivio Ordonez, Florian Ordonez",6.9,08 Oct 2020,https://www.imdb.com/title/tt13161318,"Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour.",https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdhTYco2Cifqcqy9QkJlQ3lPkq_MnSIhWkrrcnNXtGLiz45RsKKvwBtUzJpVf1ggFaTODRllMmsuYpo3J6oDi13zP8l1cr-V1U6sgYmt4XNCbffOoCL9lbSxawU.jpg?r=7f2
Monaco Franze,"Comedy, Crime, Drama",Series,,Helmut Dietl,"Erni Singerl, Helmut Fischer, Christine Kaufmann, Ruth-Maria Kubitschek",8.2,03 Mar 1983,https://www.imdb.com/title/tt0085058,A Munich detective falls into various misadventures as he pursues criminals and tries to evade women across the city.,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYDMFnTCAAMGAR8QU2ModWVyAly8R_dCDb4xZoInJrGjFZiiWfKU-DhwFd84Nu-NxaKIAUjl7c44S1sjwAP5vfqEog.jpg?r=b3e
Private Lives,"Comedy, Drama, Romance",Series,Sidney Franklin,"Richard Schayer, Hanns Kräly, Noël Coward","Reginald Denny, Robert Montgomery, Una Merkel, Norma Shearer",6.8,12 Dec 1931,https://www.imdb.com/title/tt0022279,"In a world where data is no longer private, con artists uncover a sinister surveillance scheme headed by the government and a greedy corporation.",https://occ-0-179-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZPHgZapGqb8DwIL34zK0jpLdxLBDskIQbqeFzcXfsp_tWElUEZcmKHpxMDZdM9H_F6DRbkQQV8axIlPcWHEyX-nKa8ho_kw94OuY5coIf4tu8Fh6fteXEuRHXO5nZ7RxgZEviER7NT0gPxlFsIfHnzWSV2RCbucoo8VbrM.jpg?r=04d
Enterprice,Comedy,Series,Nida Manzoor,Kayode Ewumi,"Trieve Blackwood-Cambridge, Kayode Ewumi, Tanya Moodie, Kiell Smith-Bynoe",5.8,13 Nov 2017,https://www.imdb.com/title/tt7439560,"In South London, two young entrepreneurs attempting to launch a new delivery service business try to overcome parents, girlfriends — and each other.",https://occ-0-179-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYa2x0UlV8UQj8-HwPn0C1hCuNrg2jdgx2vV6533K8PrU6NfLLchnilZbJKoQ5Cj9q2HiqgAHNHc4NFCbJ70MwKDfg.jpg?r=54e
Do Do Sol Sol La La Sol,"Comedy, Music, Romance",Series,,,"Kim Joo-Heon, Jae-Wook Lee, Ara Go, Eun-soo Shin",7.4,07 Oct 2020,https://www.imdb.com/title/tt12850262,"A riches-to-rags pianist who loses everything but her smile is guided by twinkling little stars to a small town where she finds hope, home and love.",https://occ-0-179-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYxF3QyT2asGGdkaUJbezerG77QqNC8-3v9hZXtwyLSJXCafBR_OJlczQhoDy_p6p0LQj_4yT9G6Vmu5NiI1Ea9sOS0tJWiSFM0bDk4dJpfJ7JACiaNaUxQtjHjHhUikxNgXdumnFHZq4Jw0eLfSN12lniQJQAFuEvn-d5k.jpg?r=124
Desmonds,"Short, Comedy",Series,Harry Cummins,,Cooper Stewart,,02 Nov 2016,https://www.imdb.com/title/tt6311524,A barbershop owned by a charismatic British-Guyanese family serves as a social hub for their diverse community in south London.,https://occ-0-179-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTtCbVrW-NUfEXx0gaejoftszMWkidwBVOOrUxGhtph1yUDIpN246Z5JkXivlgU6pP-tD8Yy4ymL8sKRuewolrbE4g.jpg?r=2f3
